image,label
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000079.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000079.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000080.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000080.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000081.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000081.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000082.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000082.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000083.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000083.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000084.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000084.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000085.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000085.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000086.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000086.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000087.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000087.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000088.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000088.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000089.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000089.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000090.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000090.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000091.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000091.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000092.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000092.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000093.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000093.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000094.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000094.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000095.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000095.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000096.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000096.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000097.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000097.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000098.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000098.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000099.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000099.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000100.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000100.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000101.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000101.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000102.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000102.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000103.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000103.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000104.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000104.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000105.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000105.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000106.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000106.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000107.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000107.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000108.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000108.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000109.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000109.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000110.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000110.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000111.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000111.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000112.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000112.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000113.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000113.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000114.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000114.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000115.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000115.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000116.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000116.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000117.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000117.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000118.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000118.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000119.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000119.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000120.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000120.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000121.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000121.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000122.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000122.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000123.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000123.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000124.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000124.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000125.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000125.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000126.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000126.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000127.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000127.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000128.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000128.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000129.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000129.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000130.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000130.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000131.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000131.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000132.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000132.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000133.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000133.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000134.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000134.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000135.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000135.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000136.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000136.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000137.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000137.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000138.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000138.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000139.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000139.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000140.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000140.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000141.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000141.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000142.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000142.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000143.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000143.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000144.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000144.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000145.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000145.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000146.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000146.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000147.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000147.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000148.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000148.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000149.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000149.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000150.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000150.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000151.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000151.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000152.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000152.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000153.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000153.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000154.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000154.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000155.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000155.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000156.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000156.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000157.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000157.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000158.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000158.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000159.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000159.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000160.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000160.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000161.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000161.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000162.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000162.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000163.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000163.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000164.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000164.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000165.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000165.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000166.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000166.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000167.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000167.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000168.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000168.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000169.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000169.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000170.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000170.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000171.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000171.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000172.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000172.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000173.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000173.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000174.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000174.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000175.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000175.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000176.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000176.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000177.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000177.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000178.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000178.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000179.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000179.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000180.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000180.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000181.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000181.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000182.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000182.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000183.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000183.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000184.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000184.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000185.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000185.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000186.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000186.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000187.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000187.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000188.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000188.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000189.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000189.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000190.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000190.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000191.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000191.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000192.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000192.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000193.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000193.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000194.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000194.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000195.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000195.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000196.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000196.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000197.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000197.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000198.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000198.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000199.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000199.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000200.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000200.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000201.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000201.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000202.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000202.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000203.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000203.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000204.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000204.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000205.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000205.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000206.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000206.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000207.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000207.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000208.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000208.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000209.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000209.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000210.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000210.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000211.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000211.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000212.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000212.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000213.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000213.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000214.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000214.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000215.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000215.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000216.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000216.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000217.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000217.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000218.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000218.png
train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000219.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000219.png
